,original_index,item_number,document_number,volume,start_page,page_length,agency,title,action_FR_coded,phase,action,joint,publication_date,html_url,REG_DOT_GOV_DOCNO,RIN,identifier,URL,coded_on_sheet
278,88,0,2016-18400,81,51828,8,CFTC,Commodity Pool Operator Annual Report,Notice of proposed rulemaking.,NPR,Issuance,No,8/5/16,https://www.federalregister.gov/documents/2016/08/05/2016-18400/commodity-pool-operator-annual-report,CFTC-2016-0064-0001,3038-AE47,1725,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1725,Documents
279,89,0,2016-24905,81,71946,30,CFTC,Cross-Border Application of the Registration Thresholds and External Business Conduct Standards Applicable to Swap Dealers and Major Swap Participants,Proposed rule; interpretations.,NPR,Issuance,No,10/18/16,https://www.federalregister.gov/documents/2016/10/18/2016-24905/cross-border-application-of-the-registration-thresholds-and-external-business-conduct-standards,CFTC-2016-0090-0001,3038-AE54,1752,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1752,Documents
280,90,0,2010-31578,75,80747,12,CFTC,End-User Exception to Mandatory Clearing of Swaps,Proposed rule.,NPR,Issuance,No,12/23/10,https://www.federalregister.gov/documents/2010/12/23/2010-31578/end-user-exception-to-mandatory-clearing-of-swaps,CFTC-2010-0196-0001,3038-AD10,937,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=937,Documents
281,90,1,2012-17291,77,42559,33,CFTC,End-User Exception to the Clearing Requirement for Swaps,Final rule.,FINAL,Issuance,No,7/19/12,https://www.federalregister.gov/documents/2012/07/19/2012-17291/end-user-exception-to-the-clearing-requirement-for-swaps,CFTC-2012-0089-0001,3038-AD10,937,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=937,Documents
282,91,0,2011-9446,76,22833,16,CFTC,Swap Data Recordkeeping and Reporting Requirements: Pre-Enactment and Transition Swaps,Proposed rulemaking.,NPR,Issuance,No,4/25/11,https://www.federalregister.gov/documents/2011/04/25/2011-9446/swap-data-recordkeeping-and-reporting-requirements-pre-enactment-and-transition-swaps,CFTC-2011-0047-0001,3038–AD48,1004,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1004,Documents
283,91,1,2010-25325,75,63080,6,CFTC,Interim Final Rule for Reporting Pre-Enactment Swap Transactions,Interim final rule; request for public comment.,INTERIM-FINAL,Issuance,No,10/14/10,https://www.federalregister.gov/documents/2010/10/14/2010-25325/interim-final-rule-for-reporting-pre-enactment-swap-transactions,CFTC-2010-0137-0001,3038-AD24,767,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=767,Documents
284,91,2,2010-31579,75,78892,5,CFTC,Reporting Certain Post-Enactment Swap Transactions,Interim final rule; request for comment.,INTERIM-FINAL,Issuance,No,12/17/10,https://www.federalregister.gov/documents/2010/12/17/2010-31579/reporting-certain-post-enactment-swap-transactions,CFTC-2010-0189-0001,3038-AD29,927,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=927,Documents
285,92,0,2010-32358,76,1213,47,CFTC,Core Principles and Other Requirements for Swap Execution Facilities,Notice of Proposed Rulemaking.,NPR,Issuance,No,1/7/11,https://www.federalregister.gov/documents/2011/01/07/2010-32358/core-principles-and-other-requirements-for-swap-execution-facilities,CFTC-2011-0003-0001,3038-AD18,955,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=955,Documents
286,92,1,2013-12242,78,33475,130,CFTC,Core Principles and Other Requirements for Swap Execution Facilities,Final rule.,FINAL,Issuance,No,6/4/13,https://www.federalregister.gov/documents/2013/06/04/2013-12242/core-principles-and-other-requirements-for-swap-execution-facilities,CFTC-2013-0056-0001,3038-AD18,955,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=955,Documents
287,92,2,2013-27200,78,75679,164,CFTC,Position Limits for Derivatives,Notice of proposed rulemaking.,NPR,Issuance,No,12/12/13,https://www.federalregister.gov/documents/2013/12/12/2013-27200/position-limits-for-derivatives,CFTC-2013-0107-0001,3038-AD99,1436,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1436,Documents
288,92,3,2016-12964,81,38457,58,CFTC,Position Limits for Derivatives: Certain Exemptions and Guidance,Supplemental notice of proposed rulemaking.,NPR,Reissuance,No,6/13/16,https://www.federalregister.gov/documents/2016/06/13/2016-12964/position-limits-for-derivatives-certain-exemptions-and-guidance,CFTC-2016-0050-0001,3038-AD99,1436,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1436,Documents
289,92,4,2016-29483,81,96704,287,CFTC,Position Limits for Derivatives,Reproposal.,NPR,Reissuance,No,12/30/16,https://www.federalregister.gov/documents/2016/12/30/2016-29483/position-limits-for-derivatives,CFTC-2016-0109-0001,3038-AD99,1772,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1772,Documents
290,92,5,2017-01232,82,7738,14,CFTC,"Technical Amendments to Rules on Registration and Review of Exchange Disciplinary, Access Denial or Other Adverse Actions",Notice of proposed rulemaking.,NPR,Issuance,No,1/23/17,https://www.federalregister.gov/documents/2017/01/23/2017-01232/technical-amendments-to-rules-on-registration-and-review-of-exchange-disciplinary-access-denial-or,CFTC-2017-0003-0001,3038-AE15,1776,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1776,Documents
291,93,0,2010-31458,75,80571,66,CFTC,Core Principles and Other Requirements for Designated Contract Markets,Notice of proposed rulemaking.,NPR,Issuance,No,12/22/10,https://www.federalregister.gov/documents/2010/12/22/2010-31458/core-principles-and-other-requirements-for-designated-contract-markets,CFTC-2010-0194-0001,3038-AD09,934,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=934,Documents
292,93,1,2012-12746,77,36611,116,CFTC,Core Principles and Other Requirements for Designated Contract Markets,Final rule.,FINAL,Issuance,No,6/19/12,https://www.federalregister.gov/documents/2012/06/19/2012-12746/core-principles-and-other-requirements-for-designated-contract-markets,CFTC-2012-0075-0001,3038-AD09,934,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=934,Documents
293,93,2,2012-26435,77,67865,107,CFTC,Enhancing Protections Afforded Customers and Customer Funds Held by Futures Commission Merchants and Derivatives Clearing Organizations,Notice of proposed rulemaking.,NPR,Issuance,No,11/14/12,https://www.federalregister.gov/documents/2012/11/14/2012-26435/enhancing-protections-afforded-customers-and-customer-funds-held-by-futures-commission-merchants-and,CFTC-2012-0138-0001,3038-AD88,1291,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1291,Documents
294,93,3,2013-26665,78,68505,153,CFTC,Enhancing Protections Afforded Customers and Customer Funds Held by Futures Commission Merchants and Derivatives Clearing Organizations,Final rule.,FINAL,Issuance,No,11/14/13,https://www.federalregister.gov/documents/2013/11/14/2013-26665/enhancing-protections-afforded-customers-and-customer-funds-held-by-futures-commission-merchants-and,CFTC-2013-0097-0001,3038-AD88,1291,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1291,Documents
295,93,4,2013-27200,78,75679,164,CFTC,Position Limits for Derivatives,Notice of proposed rulemaking.,NPR,Issuance,No,12/12/13,https://www.federalregister.gov/documents/2013/12/12/2013-27200/position-limits-for-derivatives,CFTC-2013-0107-0001,3038-AD99,1436,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1436,Documents
296,93,5,2016-12964,81,38457,58,CFTC,Position Limits for Derivatives: Certain Exemptions and Guidance,Supplemental notice of proposed rulemaking.,NPR,Reissuance,No,6/13/16,https://www.federalregister.gov/documents/2016/06/13/2016-12964/position-limits-for-derivatives-certain-exemptions-and-guidance,CFTC-2016-0050-0001,3038-AD99,1436,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1436,Documents
297,93,6,2016-29483,81,96704,287,CFTC,Position Limits for Derivatives,Reproposal.,NPR,Reissuance,No,12/30/16,https://www.federalregister.gov/documents/2016/12/30/2016-29483/position-limits-for-derivatives,CFTC-2016-0109-0001,3038-AD99,1772,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1772,Documents
298,93,7,2017-01232,82,7738,14,CFTC,"Technical Amendments to Rules on Registration and Review of Exchange Disciplinary, Access Denial or Other Adverse Actions",Notice of proposed rulemaking.,NPR,Issuance,No,1/23/17,https://www.federalregister.gov/documents/2017/01/23/2017-01232/technical-amendments-to-rules-on-registration-and-review-of-exchange-disciplinary-access-denial-or,CFTC-2017-0003-0001,3038-AE15,1776,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1776,Documents
299,94,0,2010-26951,75,65586,8,CFTC,Agricultural Commodity Definition,Notice of proposed rulemaking.,NPR,Issuance,No,10/26/10,https://www.federalregister.gov/documents/2010/10/26/2010-26951/agricultural-commodity-definition,CFTC-2010-0143-0001,3038–AD23,868,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=868,Documents
300,94,1,2011-17626,76,41048,9,CFTC,Agricultural Commodity Definition,Final rule.,FINAL,Issuance,No,7/13/11,https://www.federalregister.gov/documents/2011/07/13/2011-17626/agricultural-commodity-definition,CFTC-2011-0087-0001,3038–AD23,868,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=868,Documents
301,95,0,2010-27532,75,67277,6,CFTC,Process for Review of Swaps for Mandatory Clearing,Notice of proposed rulemaking.,NPR,Issuance,No,11/2/10,https://www.federalregister.gov/documents/2010/11/02/2010-27532/process-for-review-of-swaps-for-mandatory-clearing,CFTC-2010-0155-0001,3038-AD00,890,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=890,Documents
302,95,1,2011-18663,76,44464,12,CFTC,Process for Review of Swaps for Mandatory Clearing,Final rule.,FINAL,Issuance,No,7/26/11,https://www.federalregister.gov/documents/2011/07/26/2011-18663/process-for-review-of-swaps-for-mandatory-clearing,CFTC-2011-0100-0001,3038-AD00,890,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=890,Documents
303,96,0,2011-15738,76,37030,5,NCUA,Financial Derivatives Transactions To Offset Interest Rate Risk; Investment and Deposit Activities,Advance Notice of Proposed Rulemaking.,ANPR,Issuance,No,6/24/11,https://www.federalregister.gov/documents/2011/06/24/2011-15738/financial-derivatives-transactions-to-offset-interest-rate-risk-investment-and-deposit-activities,NCUA-2011-0040-0001,,Financial Deriviatives Transactions To Offset Interest Rate Risk: Investment and Deposit Activities,https://www.ncua.gov/regulation-supervision/Pages/rules/comment-letters/2011/prsesvesment-derivatives-activities.aspx,Documents
304,97,0,2011-1685,76,6095,16,CFTC,Commodity Options and Agricultural Swaps,Notice of proposed rulemaking.,NPR,Issuance,No,2/3/11,https://www.federalregister.gov/documents/2011/02/03/2011-1685/commodity-options-and-agricultural-swaps,CFTC-2011-0016-0001,,968,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=968,Documents
305,97,1,2012-9888,77,25319,26,CFTC,Commodity Options,Final rule and interim final rule.,FINAL,Issuance-Complex,No,4/27/12,https://www.federalregister.gov/documents/2012/04/27/2012-9888/commodity-options,CFTC-2012-0049-0001,3038-AD62,968,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=968,Documents
306,98,0,2011-31646,76,77728,11,CFTC,Process for a Designated Contract Market or Swap Execution Facility To Make a Swap Available To Trade,Further notice of proposed rulemaking.,NPR,Issuance,No,12/14/11,https://www.federalregister.gov/documents/2011/12/14/2011-31646/process-for-a-designated-contract-market-or-swap-execution-facility-to-make-a-swap-available-to,CFTC-2011-0148-0001,3038-AD18,1125,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1125,Documents
307,98,1,2013-12250,78,33605,28,CFTC,"Process for a Designated Contract Market or Swap Execution Facility To Make a Swap Available to Trade, Swap Transaction Compliance and Implementation Schedule, and Trade Execution Requirement Under the Commodity Exchange Act",Final rule.,FINAL,Issuance,No,6/4/13,https://www.federalregister.gov/documents/2013/06/04/2013-12250/process-for-a-designated-contract-market-or-swap-execution-facility-to-make-a-swap-available-to,CFTC-2013-0055-0001,3038-AD18,1125,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1125,Documents
308,99,0,2012-17357,77,41940,13,CFTC,Clearing Exemption for Certain Swaps Entered Into by Cooperatives,Proposed rule.,NPR,Issuance,No,7/17/12,https://www.federalregister.gov/documents/2012/07/17/2012-17357/clearing-exemption-for-certain-swaps-entered-into-by-cooperatives,CFTC-2012-0088-0001,3038-AD47,1237,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1237,Documents
309,99,1,2013-19945,78,52285,24,CFTC,Clearing Exemption for Certain Swaps Entered Into by Cooperatives,Final rule.,FINAL,Issuance,No,8/22/13,https://www.federalregister.gov/documents/2013/08/22/2013-19945/clearing-exemption-for-certain-swaps-entered-into-by-cooperatives,CFTC-2013-0076-0001,3038-AD47,1237,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1237,Documents
310,100,0,2012-18382,77,47169,54,CFTC,Clearing Requirement Determination Under Section 2(h) of the CEA,Notice of proposed rulemaking.,NPR,Issuance,No,8/7/12,https://www.federalregister.gov/documents/2012/08/07/2012-18382/clearing-requirement-determination-under-section-2h-of-the-cea,CFTC-2012-0101-0001,3038-AD86,1252,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1252,Documents
311,100,1,2012-29211,77,74283,57,CFTC,Clearing Requirement Determination Under Section 2(h) of the CEA,Final rule.,FINAL,Issuance,No,12/13/12,https://www.federalregister.gov/documents/2012/12/13/2012-29211/clearing-requirement-determination-under-section-2h-of-the-cea,CFTC-2012-0146-0001,3038-AD86,1252,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1252,Documents
312,100,2,2016-14035,81,39505,32,CFTC,Clearing Requirement Determination Under Section 2(h) of the CEA for Interest Rate Swaps,Notice of proposed rulemaking.,NPR,Issuance,No,6/16/16,https://www.federalregister.gov/documents/2016/06/16/2016-14035/clearing-requirement-determination-under-section-2h-of-the-cea-for-interest-rate-swaps,CFTC-2016-0052-0001,3038-AE20,1711,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1711,Documents
313,100,3,2016-23983,81,71202,40,CFTC,Clearing Requirement Determination Under Section 2(h) of the Commodity Exchange Act for Interest Rate Swaps,Final rule.,FINAL,Issuance,No,10/14/16,https://www.federalregister.gov/documents/2016/10/14/2016-23983/clearing-requirement-determination-under-section-2h-of-the-commodity-exchange-act-for-interest-rate,CFTC-2016-0088-0001,3038-AE20,1711,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1711,Documents
314,101,0,2012-20508,77,50425,19,CFTC,Clearing Exemption for Swaps Between Certain Affiliated Entities,Proposed rule.,NPR,Issuance,No,8/21/12,https://www.federalregister.gov/documents/2012/08/21/2012-20508/clearing-exemption-for-swaps-between-certain-affiliated-entities,CFTC-2012-0110-0001,3038-AD47,1262,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1262,Documents
315,101,1,2013-07970,78,21749,37,CFTC,Clearing Exemption for Swaps Between Certain Affiliated Entities,Final rule.,FINAL,Issuance,No,4/11/13,https://www.federalregister.gov/documents/2013/04/11/2013-07970/clearing-exemption-for-swaps-between-certain-affiliated-entities,CFTC-2013-0036-0001,3038-AD47,1262,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1262,Documents
316,102,0,2010-29836,75,75162,7,CFTC,Protection of Cleared Swaps Customers Before and After Commodity Broker Bankruptcies,Advanced notice of proposed rulemaking; request for comments.,ANPR,Issuance,No,12/2/10,https://www.federalregister.gov/documents/2010/12/02/2010-29836/protection-of-cleared-swaps-customers-before-and-after-commodity-broker-bankruptcies,CFTC-2010-0174-0001,3038-AD99,912,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=912,Documents
317,102,1,2011-10737,76,33817,62,CFTC,Protection of Cleared Swaps Customer Contracts and Collateral; Conforming Amendments to the Commodity Broker Bankruptcy Provisions,Notice of proposed rulemaking.,NPR,Issuance,No,6/9/11,https://www.federalregister.gov/documents/2011/06/09/2011-10737/protection-of-cleared-swaps-customer-contracts-and-collateral-conforming-amendments-to-the-commodity,CFTC-2011-0071-0001,3038-AC99,1038,https://comments.cftc.gov/PublicComments/CommentList.aspx?id=1038,Documents
